Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Rainfall_Condition,Temperature_Condition,Humidity_Condition,Climate_Extreme_Flag,Climate_Stress_Score,Climate_Stress_Level
3904,Maharashtra,Nashik,2019,Zaid,Millets,401.87,35.3,88.9,Red,Rain-fed,304.77,5.08,939.19,4.4,57675.83,65079.99999999999,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
3912,Maharashtra,Nagpur,2019,Zaid,Wheat,1266.31,19.4,37.7,Laterite,Sprinkler,152.03,33.91,4242.74,5.06,52168.32,230319.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
3917,Maharashtra,Nagpur,2019,Zaid,Sugarcane,2073.21,36.6,44.7,Black,Tube Well,413.48,47.9,3651.03,1.62,32914.37,56424.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
3918,Maharashtra,Nagpur,2019,Rabi,Barley,733.18,19.8,38.1,Black,Sprinkler,211.66,30.13,4906.57,7.09,40529.73,422081.00000000006,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
3919,Maharashtra,Nagpur,2019,Zaid,Millets,535.42,37.9,89.1,Black,Drip,68.16,40.86,2245.45,7.82,38573.0,278725.0,Lower relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
3926,Maharashtra,Aurangabad,2019,Rabi,Barley,580.59,19.2,62.5,Laterite,Canal,417.22,38.29,2278.69,2.24,20517.26,76443.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
3927,Maharashtra,Aurangabad,2019,Rabi,Pulses,2081.78,22.7,36.9,Sandy,Tube Well,109.1,5.61,2355.05,3.85,15173.86,149316.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
3930,Maharashtra,Aurangabad,2019,Rabi,Pulses,1353.54,36.5,86.0,Laterite,Rain-fed,137.62,37.2,3342.3,7.51,57931.39,265098.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
3944,Maharashtra,Kolhapur,2019,Kharif,Rice,448.43,27.1,84.9,Black,Canal,158.8,8.92,3844.65,7.55,21926.47,428317.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
3945,Maharashtra,Kolhapur,2019,Zaid,Rice,533.69,30.6,37.7,Alluvial,Drip,224.74,27.91,3401.33,2.91,35850.95,177373.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
3946,Maharashtra,Kolhapur,2019,Kharif,Sugarcane,413.38,36.1,64.5,Black,Rain-fed,89.1,19.47,4893.36,3.02,40302.59,231756.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
3948,Maharashtra,Kolhapur,2019,Zaid,Wheat,1746.25,37.2,85.6,Black,Sprinkler,66.29,7.73,1865.5,5.26,46852.48,168849.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
3964,Karnataka,Bengaluru,2019,Zaid,Rice,1083.28,36.9,89.7,Sandy,Canal,190.28,31.07,1020.17,4.31,63502.9,47053.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
3982,Karnataka,Mysuru,2019,Rabi,Sugarcane,2088.82,31.8,86.3,Laterite,Canal,185.85,58.05,1824.66,4.78,48054.69,94766.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
3984,Karnataka,Mysuru,2019,Zaid,Rice,430.93,18.9,85.1,Red,Rain-fed,65.56,16.73,199.28,2.51,17437.78,4701.0,Lower relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
3996,Karnataka,Mysuru,2019,Rabi,Rice,560.01,21.2,38.7,Laterite,Drip,334.96,43.17,1837.2,7.39,16464.17,203759.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4000,Karnataka,Hubli,2019,Zaid,Barley,650.1,37.4,35.3,Sandy,Sprinkler,299.83,33.17,2802.63,6.18,14530.81,238023.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
4016,Karnataka,Belagavi,2019,Kharif,Cotton,473.64,24.2,88.9,Laterite,Canal,251.21,5.46,4738.07,7.7,12770.33,437754.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4032,Karnataka,Belagavi,2019,Kharif,Rice,2199.42,36.0,66.9,Alluvial,Rain-fed,269.88,46.51,469.77,8.21,35214.74,46676.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4036,Karnataka,Mangalore,2019,Zaid,Millets,425.11,36.0,52.6,Red,Sprinkler,334.77,21.18,284.53,4.67,61141.6,12958.000000000002,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4040,Karnataka,Mangalore,2019,Zaid,Rice,2048.26,34.5,37.9,Laterite,Sprinkler,164.09,7.51,1037.47,6.64,25249.08,78384.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4044,Karnataka,Mangalore,2019,Zaid,Sugarcane,2184.47,37.8,65.5,Black,Rain-fed,123.9,33.44,4713.81,2.77,49328.14,195499.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4060,Tamil Nadu,Chennai,2019,Zaid,Sugarcane,417.28,18.3,35.4,Sandy,Canal,148.91,56.28,4387.44,3.72,28391.69,250591.0,Lower relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
4074,Tamil Nadu,Coimbatore,2019,Rabi,Barley,522.67,18.4,66.6,Laterite,Tube Well,97.24,46.38,1155.39,7.33,33410.3,149862.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4075,Tamil Nadu,Coimbatore,2019,Zaid,Maize,524.13,37.6,74.9,Red,Rain-fed,288.03,12.84,226.62,4.51,60512.81,14210.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4076,Tamil Nadu,Coimbatore,2019,Rabi,Wheat,443.15,19.1,49.1,Laterite,Drip,159.67,23.94,4272.09,7.28,32258.53,322901.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4085,Tamil Nadu,Coimbatore,2019,Zaid,Millets,1934.62,38.0,87.5,Sandy,Sprinkler,121.62,31.75,2885.77,4.25,14902.73,148377.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4099,Tamil Nadu,Madurai,2019,Rabi,Barley,2034.26,37.4,39.5,Red,Sprinkler,341.15,42.64,4003.79,6.22,14272.59,435028.0,Higher relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
4135,Tamil Nadu,Tiruchirappalli,2019,Zaid,Barley,2179.29,19.9,72.7,Red,Sprinkler,98.03,31.12,3269.26,5.18,23551.14,288124.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4140,Tamil Nadu,Tiruchirappalli,2019,Kharif,Rice,2089.96,19.8,71.4,Alluvial,Tube Well,84.41,58.58,2314.4,1.88,12358.64,47187.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4167,Rajasthan,Jodhpur,2019,Rabi,Sugarcane,1022.98,18.5,36.0,Black,Sprinkler,156.19,57.99,3700.87,1.75,39599.04,54355.99999999999,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4169,Rajasthan,Jodhpur,2019,Zaid,Maize,1172.67,37.1,84.7,Sandy,Canal,162.11,46.41,4833.26,3.14,37018.56,125338.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4178,Rajasthan,Udaipur,2019,Kharif,Maize,2147.71,21.2,84.8,Laterite,Sprinkler,433.2,18.87,4294.78,2.66,64201.98,154935.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4195,Rajasthan,Kota,2019,Zaid,Rice,1003.38,37.6,89.7,Sandy,Rain-fed,394.16,49.52,3687.59,5.34,52420.17,224440.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4201,Rajasthan,Kota,2019,Kharif,Sugarcane,558.75,33.8,84.6,Alluvial,Tube Well,59.28,47.05,103.0,1.88,40981.33,3274.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4205,Rajasthan,Kota,2019,Kharif,Wheat,1494.92,19.4,87.6,Alluvial,Tube Well,216.56,22.92,3104.8,1.88,40396.53,59301.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
4215,Rajasthan,Ajmer,2019,Zaid,Barley,514.78,29.5,84.6,Alluvial,Rain-fed,57.14,51.48,4933.17,6.01,26025.58,442565.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4221,Rajasthan,Ajmer,2019,Kharif,Millets,2195.3,37.2,44.5,Black,Rain-fed,216.66,23.47,429.94,7.75,18740.21,58973.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4222,Rajasthan,Ajmer,2019,Zaid,Cotton,2087.96,34.5,85.6,Black,Canal,402.89,9.52,4937.73,8.29,41194.54,415000.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4259,West Bengal,Howrah,2019,Rabi,Pulses,401.44,25.8,85.9,Black,Drip,164.06,25.21,1827.94,5.02,23053.31,109364.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4264,West Bengal,Howrah,2019,Kharif,Cotton,1847.02,18.1,86.9,Alluvial,Rain-fed,278.05,59.77,3050.3,4.43,50911.93,177369.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
4266,West Bengal,Howrah,2019,Zaid,Cotton,588.55,24.1,88.2,Red,Canal,154.11,42.39,4311.73,7.82,39464.09,434271.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4269,West Bengal,Darjeeling,2019,Rabi,Cotton,584.45,24.3,89.7,Laterite,Tube Well,280.58,47.19,4461.52,3.4,36765.23,264641.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4274,West Bengal,Darjeeling,2019,Zaid,Rice,1734.75,18.9,39.5,Laterite,Canal,231.34,21.8,1365.21,5.29,64748.22,107358.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4283,West Bengal,Darjeeling,2019,Zaid,Wheat,2124.41,18.3,72.5,Red,Tube Well,118.92,30.99,141.96,5.86,50729.65,11249.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4288,West Bengal,Siliguri,2019,Kharif,Barley,754.25,36.7,84.9,Alluvial,Rain-fed,145.95,17.47,4690.18,6.26,49931.1,434808.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4309,West Bengal,Malda,2019,Rabi,Cotton,522.02,25.7,87.7,Laterite,Tube Well,143.54,13.73,2363.86,6.73,54115.09,197137.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4327,Uttarakhand,Dehradun,2020,Kharif,Wheat,2084.38,20.0,81.0,Red,Tube Well,195.43,14.6,2318.69,7.14,44243.68,210891.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4328,Uttarakhand,Dehradun,2020,Kharif,Pulses,485.17,36.2,53.5,Red,Rain-fed,149.4,44.48,676.48,2.34,52560.37,27841.000000000004,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4344,Uttarakhand,Haridwar,2020,Zaid,Barley,470.33,37.5,57.1,Black,Sprinkler,173.63,47.85,4324.19,2.94,29740.75,190001.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4350,Uttarakhand,Haridwar,2020,Kharif,Sugarcane,1221.71,37.7,88.9,Laterite,Drip,112.51,31.46,4798.87,4.59,32942.01,263083.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4356,Uttarakhand,Haridwar,2020,Zaid,Pulses,1579.94,37.7,38.7,Sandy,Rain-fed,76.55,38.01,4032.68,7.11,25915.02,423418.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
4380,Uttarakhand,Almora,2020,Zaid,Wheat,515.44,19.4,62.7,Black,Canal,383.55,37.6,4528.99,7.21,50649.3,549309.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4399,Uttarakhand,Pauri,2020,Kharif,Maize,2138.02,38.0,45.3,Red,Canal,321.16,34.97,3238.89,5.24,31765.57,266145.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4421,Uttar Pradesh,Lucknow,2020,Rabi,Rice,2183.25,19.6,48.1,Black,Tube Well,277.79,6.92,3051.06,5.9,52131.84,151633.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4434,Uttar Pradesh,Kanpur,2020,Kharif,Wheat,2063.2,36.7,73.8,Laterite,Sprinkler,290.77,9.31,4846.22,8.37,44011.12,542957.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4441,Uttar Pradesh,Kanpur,2020,Rabi,Cotton,881.43,18.1,87.1,Sandy,Rain-fed,131.38,46.89,1420.15,2.31,25152.16,35810.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
4450,Uttar Pradesh,Varanasi,2020,Rabi,Wheat,2045.86,20.5,37.7,Red,Drip,163.13,16.59,207.1,5.02,35320.91,13963.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4456,Uttar Pradesh,Varanasi,2020,Rabi,Sugarcane,2020.75,18.9,71.6,Black,Rain-fed,417.25,23.64,3909.43,4.86,31097.03,249566.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4462,Uttar Pradesh,Varanasi,2020,Zaid,Barley,1536.22,20.0,36.7,Sandy,Tube Well,340.07,45.29,3899.61,7.44,35388.1,302199.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4473,Uttar Pradesh,Agra,2020,Kharif,Cotton,2067.82,36.6,69.9,Sandy,Sprinkler,241.51,23.52,1837.22,6.99,19834.59,132171.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4474,Uttar Pradesh,Agra,2020,Kharif,Rice,2063.62,19.6,87.1,Black,Tube Well,311.18,36.97,1702.74,4.96,57396.93,70001.0,Higher relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
4476,Uttar Pradesh,Agra,2020,Kharif,Maize,494.63,37.1,44.2,Laterite,Rain-fed,260.11,47.04,3785.28,4.71,28545.89,189267.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4482,Uttar Pradesh,Agra,2020,Kharif,Millets,1595.48,37.9,38.1,Sandy,Tube Well,230.04,18.84,761.58,6.69,46214.19,91077.0,Moderate relative rainfall,Higher relative temperature,Lower relative humidity,True,2,High relative climate deviation
4491,Uttar Pradesh,Meerut,2020,Rabi,Rice,775.34,19.3,40.1,Red,Sprinkler,204.97,17.03,3980.79,2.08,51029.4,104129.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4494,Uttar Pradesh,Meerut,2020,Rabi,Wheat,2177.45,29.8,87.1,Sandy,Tube Well,119.16,43.98,3233.78,7.21,41444.65,390614.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4519,Punjab,Amritsar,2020,Zaid,Sugarcane,2097.43,18.1,36.7,Laterite,Sprinkler,411.91,19.09,4774.74,2.61,46606.23,211967.0,Higher relative rainfall,Lower relative temperature,Lower relative humidity,True,3,High relative climate deviation
4526,Punjab,Amritsar,2020,Kharif,Pulses,2070.95,36.2,65.3,Black,Drip,306.32,36.83,744.31,4.88,14375.77,34566.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4544,Punjab,Patiala,2020,Rabi,Millets,1400.36,37.1,88.0,Red,Rain-fed,447.21,53.64,1105.67,5.99,28450.12,79471.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4591,Maharashtra,Pune,2020,Kharif,Sugarcane,2055.72,36.9,35.1,Red,Tube Well,201.43,45.34,2792.31,7.39,21167.76,355834.0,Higher relative rainfall,Higher relative temperature,Lower relative humidity,True,3,High relative climate deviation
4611,Maharashtra,Nashik,2020,Kharif,Millets,566.23,36.2,61.1,Alluvial,Canal,376.93,7.94,810.25,3.34,14006.51,26132.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4631,Maharashtra,Nagpur,2020,Kharif,Cotton,400.8,25.9,87.5,Sandy,Canal,286.64,21.49,1766.33,2.38,22007.62,58091.99999999999,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4635,Maharashtra,Nagpur,2020,Kharif,Pulses,2102.36,18.6,88.1,Red,Canal,348.03,9.14,4113.28,1.54,46135.92,108213.0,Higher relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
4643,Maharashtra,Nagpur,2020,Rabi,Rice,1467.35,18.2,35.2,Red,Canal,85.91,37.32,757.59,4.76,50292.06,32531.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4645,Maharashtra,Aurangabad,2020,Zaid,Pulses,545.93,22.7,87.8,Red,Tube Well,394.02,24.33,1387.43,6.61,18679.12,135825.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4647,Maharashtra,Aurangabad,2020,Zaid,Sugarcane,1072.34,20.0,40.6,Sandy,Tube Well,88.63,48.24,1917.09,7.22,27755.18,118717.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4657,Maharashtra,Aurangabad,2020,Zaid,Pulses,2121.43,37.1,64.1,Red,Drip,50.4,28.54,2906.78,5.0,29612.91,166734.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4659,Maharashtra,Aurangabad,2020,Kharif,Pulses,497.57,20.0,63.9,Alluvial,Rain-fed,160.58,59.95,993.06,3.85,25877.52,49335.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4678,Maharashtra,Kolhapur,2020,Kharif,Rice,2166.78,30.4,38.0,Black,Tube Well,346.64,20.8,4314.24,5.27,41856.11,399180.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4686,Karnataka,Bengaluru,2020,Kharif,Millets,434.69,19.6,57.1,Red,Tube Well,313.63,8.08,4182.45,1.83,52072.73,77656.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4688,Karnataka,Bengaluru,2020,Rabi,Rice,2197.86,26.8,87.1,Laterite,Rain-fed,353.07,15.66,429.2,3.67,64161.75,25849.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4701,Karnataka,Mysuru,2020,Kharif,Wheat,481.79,26.4,88.8,Sandy,Tube Well,189.06,39.41,924.96,3.18,45397.15,25355.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4702,Karnataka,Mysuru,2020,Kharif,Sugarcane,479.63,28.7,84.6,Laterite,Drip,342.19,26.59,4139.62,3.21,42411.12,222498.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4710,Karnataka,Mysuru,2020,Rabi,Rice,479.97,37.1,69.1,Alluvial,Canal,136.85,12.85,206.06,2.77,33410.0,8294.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4716,Karnataka,Mysuru,2020,Kharif,Cotton,2046.25,37.4,57.4,Black,Rain-fed,367.46,55.18,1422.46,1.39,15719.92,29034.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4721,Karnataka,Hubli,2020,Zaid,Millets,466.75,36.3,52.0,Sandy,Canal,205.72,5.95,2270.27,8.0,50769.22,231664.0,Lower relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4730,Karnataka,Hubli,2020,Kharif,Rice,951.1,19.9,35.9,Sandy,Sprinkler,278.88,15.54,4727.27,1.51,14797.28,117265.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4757,Karnataka,Mangalore,2020,Zaid,Maize,2142.27,19.8,67.5,Red,Rain-fed,200.8,30.95,801.52,4.94,40939.66,58708.00000000001,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4758,Karnataka,Mangalore,2020,Zaid,Maize,2115.0,37.5,70.2,Sandy,Sprinkler,252.81,6.6,1869.33,5.67,16850.4,103421.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4762,Karnataka,Mangalore,2020,Rabi,Pulses,549.33,33.9,89.8,Sandy,Sprinkler,322.84,28.79,991.93,3.13,19941.51,25810.000000000004,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4770,Karnataka,Mangalore,2020,Zaid,Cotton,2034.16,18.4,47.5,Laterite,Tube Well,355.97,34.23,2803.22,3.62,29265.64,100095.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4772,Tamil Nadu,Chennai,2020,Kharif,Millets,450.49,22.7,39.9,Sandy,Tube Well,84.57,37.35,3390.48,6.26,35579.73,241681.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4773,Tamil Nadu,Chennai,2020,Kharif,Wheat,1169.03,37.0,89.8,Red,Tube Well,70.14,58.09,2416.44,8.46,45927.17,302671.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4778,Tamil Nadu,Chennai,2020,Kharif,Wheat,2073.22,32.3,38.3,Alluvial,Rain-fed,217.91,6.54,567.9,5.14,21433.76,44662.0,Higher relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4801,Tamil Nadu,Coimbatore,2020,Kharif,Pulses,2087.36,37.4,68.5,Alluvial,Rain-fed,399.36,59.12,444.55,1.76,55872.58,12054.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4815,Tamil Nadu,Madurai,2020,Rabi,Barley,983.61,37.9,89.5,Alluvial,Drip,359.43,21.44,184.92,1.76,15801.26,4165.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4818,Tamil Nadu,Madurai,2020,Zaid,Sugarcane,430.93,31.7,37.1,Red,Tube Well,143.96,13.78,4661.63,4.89,35526.13,360714.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4822,Tamil Nadu,Madurai,2020,Zaid,Maize,1317.14,38.0,85.7,Laterite,Canal,153.7,54.1,3786.65,6.58,19838.85,418836.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4826,Tamil Nadu,Salem,2020,Rabi,Sugarcane,484.08,31.1,38.5,Alluvial,Drip,256.51,40.7,504.05,5.91,41799.77,53384.0,Lower relative rainfall,Moderate relative temperature,Lower relative humidity,True,2,High relative climate deviation
4828,Tamil Nadu,Salem,2020,Kharif,Pulses,2061.13,30.9,89.7,Red,Sprinkler,257.72,14.86,2757.48,7.65,31570.59,320182.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4835,Tamil Nadu,Salem,2020,Rabi,Rice,529.02,27.5,88.9,Red,Sprinkler,403.22,25.78,4045.48,8.15,27443.18,481351.0,Lower relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4836,Tamil Nadu,Salem,2020,Rabi,Cotton,2081.82,19.2,73.2,Alluvial,Drip,370.34,44.17,2405.91,1.56,14292.47,34393.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4840,Tamil Nadu,Salem,2020,Rabi,Millets,2097.57,37.0,70.7,Laterite,Tube Well,68.91,28.32,4834.16,6.31,52458.79,385917.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4843,Tamil Nadu,Tiruchirappalli,2020,Kharif,Barley,1651.88,19.9,88.9,Alluvial,Rain-fed,192.47,45.97,199.22,2.26,59400.62,7322.0,Moderate relative rainfall,Lower relative temperature,Higher relative humidity,True,2,High relative climate deviation
4854,Tamil Nadu,Tiruchirappalli,2020,Zaid,Cotton,467.46,18.3,43.2,Red,Tube Well,372.14,58.71,3935.14,5.56,37773.44,327328.0,Lower relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4872,Rajasthan,Jaipur,2020,Zaid,Maize,2135.04,18.0,68.6,Alluvial,Rain-fed,250.96,21.34,3345.51,2.51,57726.73,144993.0,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4875,Rajasthan,Jaipur,2020,Zaid,Millets,2199.08,19.6,51.1,Black,Canal,427.42,5.07,4632.06,3.4,63838.11,254130.00000000003,Higher relative rainfall,Lower relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4879,Rajasthan,Jodhpur,2020,Zaid,Wheat,574.46,18.4,88.7,Laterite,Canal,230.22,22.66,1090.49,5.93,20749.13,101675.0,Lower relative rainfall,Lower relative temperature,Higher relative humidity,True,3,High relative climate deviation
4889,Rajasthan,Jodhpur,2020,Zaid,Cotton,2072.34,29.7,84.7,Laterite,Rain-fed,413.71,15.11,2616.93,2.23,45688.19,66239.0,Higher relative rainfall,Moderate relative temperature,Higher relative humidity,True,2,High relative climate deviation
4890,Rajasthan,Jodhpur,2020,Zaid,Maize,1188.95,37.2,84.5,Red,Canal,289.86,55.26,3732.97,1.23,26747.01,76128.0,Moderate relative rainfall,Higher relative temperature,Higher relative humidity,True,2,High relative climate deviation
4895,Rajasthan,Jodhpur,2020,Rabi,Barley,2156.29,36.2,89.9,Black,Rain-fed,186.08,57.52,813.16,4.88,50260.73,64841.99999999999,Higher relative rainfall,Higher relative temperature,Higher relative humidity,True,3,High relative climate deviation
4900,Rajasthan,Udaipur,2020,Rabi,Barley,1730.98,19.1,37.9,Red,Canal,237.91,34.58,2182.5,4.0,48223.9,101940.0,Moderate relative rainfall,Lower relative temperature,Lower relative humidity,True,2,High relative climate deviation
4904,Rajasthan,Udaipur,2020,Zaid,Rice,2048.17,37.4,42.8,Alluvial,Tube Well,232.71,27.56,3764.14,3.66,35067.98,173180.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
4905,Rajasthan,Udaipur,2020,Kharif,Wheat,2076.69,36.1,62.4,Red,Tube Well,247.93,13.97,3959.25,2.63,31793.47,129773.0,Higher relative rainfall,Higher relative temperature,Moderate relative humidity,True,2,High relative climate deviation
