Record_ID,State,District,Year,Season,Crop_Type,Rainfall_mm,Avg_Temperature_C,Humidity_percent,Soil_Type,Irrigation_Type,Fertilizer_Used_kg,Pesticide_Used_kg,Cultivated_Area_hectares,Yield_ton_per_hectare,Market_Price_per_ton,Farmer_Profit_INR,Estimated_Production_tons,Yield_per_Fertilizer_kg,Yield_per_Pesticide_kg,Profit_per_hectare_INR,Production_per_hectare,Fertilizer_per_hectare,Pesticide_per_hectare,Fertilizer_Use_Flag,Pesticide_Use_Flag,Analytical_Resource_Risk
3571,West Bengal,Siliguri,2018,Rabi,Barley,2101.77,26.5,52.5,Red,Sprinkler,404.24,29.52,3420.6,6.35,18860.04,254029.0,21720.809999999998,0.015708490005937065,0.21510840108401083,74.26445652809448,6.35,0.11817809740981115,0.00863006490089458,Higher relative use,Moderate relative use,False
3572,West Bengal,Siliguri,2018,Kharif,Maize,1759.83,22.4,80.0,Black,Sprinkler,150.22,40.12,303.38,6.01,50260.65,26001.0,1823.3138,0.040007988283850354,0.14980059820538386,85.70439712571692,6.01,0.4951545916012921,0.13224339112663985,Moderate relative use,Moderate relative use,False
3573,West Bengal,Siliguri,2018,Rabi,Barley,748.55,35.7,45.9,Red,Sprinkler,151.5,58.9,4951.57,5.6,13201.17,255050.0,27728.791999999998,0.036963696369636964,0.09507640067911714,51.508915354120006,5.6,0.030596356307191458,0.011895217072564863,Moderate relative use,Higher relative use,False
3574,West Bengal,Siliguri,2018,Rabi,Barley,2193.58,20.7,74.1,Black,Canal,367.46,59.35,998.21,5.26,59288.58,87464.0,5250.5846,0.014314483209056768,0.08862679022746418,87.62084130593763,5.26,0.36811893288987285,0.059456427004337765,Higher relative use,Higher relative use,False
3575,West Bengal,Siliguri,2018,Kharif,Millets,429.98,35.8,78.9,Alluvial,Rain-fed,91.76,7.33,1528.29,5.05,38298.09,94531.0,7717.8645,0.055034873583260674,0.6889495225102319,61.8540983713824,5.05,0.06004096081241126,0.004796210143362844,Lower relative use,Lower relative use,False
3576,West Bengal,Siliguri,2018,Kharif,Wheat,1328.11,33.3,79.1,Sandy,Rain-fed,414.81,18.13,4981.61,7.11,15733.29,498058.0,35419.2471,0.017140377522239097,0.39216767788196366,99.97932395350098,7.11,0.08326826066271747,0.003639385660459169,Higher relative use,Lower relative use,False
3577,West Bengal,Siliguri,2018,Kharif,Pulses,892.07,19.7,46.5,Red,Canal,361.5,35.8,629.45,5.95,51896.44,56496.0,3745.2275000000004,0.016459197786998617,0.16620111731843576,89.75454762093891,5.95,0.5743109063468107,0.05687504964651679,Higher relative use,Moderate relative use,False
3578,West Bengal,Siliguri,2018,Kharif,Millets,1844.99,24.2,63.9,Laterite,Sprinkler,103.15,50.14,3014.68,7.23,15157.21,329337.0,21796.1364,0.07009209888511876,0.1441962504986039,109.24443058633089,7.23,0.03421590351214723,0.016631947669404384,Lower relative use,Higher relative use,False
3579,West Bengal,Siliguri,2018,Zaid,Barley,1205.03,35.3,53.4,Laterite,Canal,63.83,22.65,4861.82,3.53,54157.64,283227.0,17162.224599999998,0.055303148989503365,0.15584988962472407,58.255344706303404,3.53,0.013128828298867502,0.004658749192689157,Lower relative use,Moderate relative use,False
3580,West Bengal,Siliguri,2018,Kharif,Sugarcane,1106.43,27.0,47.0,Laterite,Drip,205.62,19.8,4863.28,4.64,16480.36,260924.0,22565.619199999997,0.022565898258924227,0.23434343434343433,53.65185636031649,4.64,0.04228010725271833,0.004071326347650146,Moderate relative use,Moderate relative use,False
3581,West Bengal,Siliguri,2018,Zaid,Maize,1508.47,26.7,74.0,Black,Tube Well,306.51,32.96,3869.78,7.01,20282.01,406759.0,27127.1578,0.022870379432971193,0.21268203883495143,105.11166009437228,7.01,0.07920605305727973,0.008517280052095984,Moderate relative use,Moderate relative use,False
3582,West Bengal,Siliguri,2018,Rabi,Cotton,1382.22,19.5,64.0,Laterite,Canal,328.15,42.47,3748.44,4.66,15189.18,207311.0,17467.7304,0.014200822794453758,0.10972451141982577,55.30594060462486,4.66,0.08754308458985605,0.01133004663273255,Moderate relative use,Moderate relative use,False
3583,West Bengal,Malda,2018,Rabi,Rice,1286.68,23.1,39.7,Sandy,Drip,201.14,6.41,3655.92,1.65,50605.72,57613.0,6032.268,0.008203241523317093,0.2574102964118565,15.75882404428981,1.65,0.055017615265104264,0.0017533206415895316,Moderate relative use,Lower relative use,False
3584,West Bengal,Malda,2018,Rabi,Pulses,2068.99,31.1,58.5,Red,Canal,100.56,33.62,3166.77,8.24,37115.0,333625.0,26094.1848,0.08194112967382657,0.2450922070196312,105.35182536148821,8.24,0.03175475326594606,0.010616495672246484,Lower relative use,Moderate relative use,False
3585,West Bengal,Malda,2018,Kharif,Maize,803.94,36.8,60.9,Sandy,Drip,98.56,23.95,4441.15,4.5,46910.66,161182.0,19985.175,0.04565746753246753,0.18789144050104384,36.29285207660178,4.5,0.022192450153676414,0.005392747373990971,Lower relative use,Moderate relative use,False
3586,West Bengal,Malda,2018,Kharif,Barley,1873.21,34.0,70.5,Laterite,Rain-fed,222.62,23.8,2893.34,7.87,31950.6,264582.0,22770.5858,0.0353517204204474,0.330672268907563,91.4451810018871,7.87,0.0769422190271451,0.008225787498185488,Moderate relative use,Moderate relative use,False
3587,West Bengal,Malda,2018,Rabi,Cotton,1013.89,34.5,35.8,Red,Sprinkler,361.63,37.13,4846.37,6.72,63430.06,340918.0,32567.606399999997,0.018582529104333157,0.18098572582817127,70.3450211188993,6.72,0.07461873525958604,0.007661404308791942,Higher relative use,Moderate relative use,False
3588,West Bengal,Malda,2018,Rabi,Pulses,992.62,26.0,51.4,Laterite,Tube Well,425.64,14.97,340.56,5.42,35215.81,20889.0,1845.8352,0.012733765623531623,0.3620574482297929,61.33720930232558,5.42,1.2498238195912614,0.043957011980267795,Higher relative use,Lower relative use,False
3589,West Bengal,Malda,2018,Rabi,Pulses,1307.79,32.2,46.0,Laterite,Sprinkler,314.63,47.2,4285.33,1.28,62077.92,83845.0,5485.2224,0.004068270667132823,0.02711864406779661,19.565587714365055,1.28,0.0734202500157514,0.011014320950778587,Moderate relative use,Higher relative use,False
3590,West Bengal,Malda,2018,Rabi,Maize,1902.68,19.2,82.2,Sandy,Drip,254.58,23.21,3641.2,7.52,39531.74,236244.0,27381.823999999997,0.029538848299159398,0.32399827660491165,64.8808085246622,7.52,0.06991651104031639,0.006374272217950127,Moderate relative use,Moderate relative use,False
3591,West Bengal,Malda,2018,Rabi,Cotton,1572.59,31.0,49.7,Red,Rain-fed,59.86,50.26,3137.39,6.03,59625.21,196764.0,18918.4617,0.10073504844637488,0.11997612415439715,62.71582429981609,6.03,0.019079553386732284,0.01601968515230813,Lower relative use,Higher relative use,False
3592,West Bengal,Malda,2018,Zaid,Maize,1845.63,19.2,68.8,Laterite,Sprinkler,448.18,19.27,4449.38,6.78,27981.79,369336.0,30166.796400000003,0.015127850417243072,0.3518422418266736,83.00841915053333,6.78,0.10072864084434235,0.0043309404905852045,Higher relative use,Moderate relative use,False
3593,West Bengal,Malda,2018,Kharif,Wheat,1370.67,27.0,46.0,Alluvial,Rain-fed,408.86,19.02,3320.13,4.76,28289.14,253685.0,15803.8188,0.011642126889399794,0.2502628811777077,76.40815269281624,4.76,0.12314578043630822,0.005728691346423182,Higher relative use,Moderate relative use,False
3594,West Bengal,Malda,2018,Rabi,Millets,1389.77,21.9,78.0,Black,Tube Well,264.81,23.78,2092.52,7.32,33393.83,132491.0,15317.2464,0.027642460632151356,0.30782169890664424,63.316479651329495,7.32,0.12655076176093896,0.011364288035478754,Moderate relative use,Moderate relative use,False
3595,West Bengal,Malda,2018,Zaid,Millets,1920.54,22.7,64.0,Alluvial,Tube Well,248.1,8.47,198.26,5.87,23421.53,10187.0,1163.7862,0.02365981459089077,0.6930342384887839,51.38202360536669,5.87,1.2513870674871381,0.04272167860385353,Moderate relative use,Lower relative use,False
3596,West Bengal,Malda,2018,Zaid,Barley,1147.7,33.5,41.6,Laterite,Tube Well,117.85,46.07,3338.91,5.71,40913.64,290359.0,19065.1761,0.0484514212982605,0.12394182765357065,86.96221221895769,5.710000000000001,0.03529594987585769,0.013797916086387474,Lower relative use,Moderate relative use,False
3597,West Bengal,Malda,2018,Zaid,Barley,710.13,32.7,62.6,Sandy,Tube Well,122.06,30.54,4870.91,5.8,18675.81,365581.0,28251.278,0.04751761428805505,0.1899148657498363,75.05394269243324,5.8,0.02505897255338325,0.006269875649519289,Lower relative use,Moderate relative use,False
3598,West Bengal,Malda,2018,Rabi,Millets,476.35,31.7,40.6,Laterite,Sprinkler,386.84,10.06,1411.58,6.06,31043.29,120587.0,8554.174799999999,0.0156653913762796,0.6023856858846918,85.426968361694,6.06,0.27404752121735926,0.007126765751852534,Higher relative use,Lower relative use,False
3599,West Bengal,Malda,2018,Kharif,Pulses,1645.34,21.8,52.3,Black,Tube Well,110.53,32.65,4907.32,1.39,44872.14,74509.0,6821.174799999999,0.012575771283814348,0.04257274119448698,15.183236471230733,1.39,0.022523495512825738,0.006653326051694204,Lower relative use,Moderate relative use,False
3600,West Bengal,Malda,2018,Kharif,Sugarcane,852.04,23.4,89.8,Black,Canal,241.33,52.96,3804.96,8.24,30330.67,349487.0,31352.8704,0.03414411801267973,0.1555891238670695,91.85037424834952,8.24,0.0634251082797191,0.013918674572137421,Moderate relative use,Higher relative use,False
3601,Uttarakhand,Dehradun,2019,Zaid,Rice,1887.98,24.7,59.5,Sandy,Drip,362.88,58.24,2309.64,1.39,36179.16,46652.0,3210.3995999999997,0.0038304673721340386,0.02386675824175824,20.198818863545835,1.39,0.15711539460695173,0.0252160509863009,Higher relative use,Higher relative use,True
3602,Uttarakhand,Dehradun,2019,Rabi,Rice,777.16,33.9,56.5,Alluvial,Drip,395.44,22.2,2812.33,2.61,59154.59,70565.0,7340.181299999999,0.0066002427675500705,0.11756756756756756,25.091294407128608,2.61,0.14060938794522693,0.007893810470321762,Higher relative use,Moderate relative use,False
3603,Uttarakhand,Dehradun,2019,Zaid,Pulses,840.69,31.9,75.6,Laterite,Tube Well,339.78,14.62,3690.58,1.44,20506.3,92893.0,5314.4352,0.004238036376478898,0.09849521203830369,25.170298435476266,1.44,0.09206682960401888,0.003961436955708859,Moderate relative use,Lower relative use,False
3604,Uttarakhand,Dehradun,2019,Kharif,Pulses,1784.68,29.9,51.1,Alluvial,Tube Well,285.51,38.29,4260.47,6.77,52098.49,366665.0,28843.3819,0.023711954047143706,0.17680856620527552,86.06210112968756,6.77,0.06701373322661584,0.008987271357385453,Moderate relative use,Moderate relative use,False
3605,Uttarakhand,Dehradun,2019,Rabi,Wheat,1048.68,28.7,74.9,Red,Tube Well,197.88,15.79,301.45,7.76,54485.44,23776.0,2339.252,0.0392156862745098,0.4914502849905003,78.87211809586996,7.76,0.6564272682036822,0.05238016254768618,Moderate relative use,Lower relative use,False
3606,Uttarakhand,Dehradun,2019,Rabi,Sugarcane,1814.08,35.5,68.9,Red,Rain-fed,256.25,49.19,4866.67,4.39,34979.79,260512.0,21364.6813,0.01713170731707317,0.08924578166293962,53.529826349434,4.39,0.05265407352460717,0.010107527323611422,Moderate relative use,Higher relative use,False
3607,Uttarakhand,Dehradun,2019,Rabi,Rice,454.64,26.1,87.5,Alluvial,Rain-fed,350.64,48.12,4311.23,6.76,41920.47,417854.0,29143.914799999995,0.019279032626055213,0.1404821280133001,96.92222405206867,6.76,0.08133177770613027,0.01116154786453054,Moderate relative use,Higher relative use,False
3608,Uttarakhand,Dehradun,2019,Kharif,Maize,1961.59,29.6,43.1,Red,Canal,293.93,12.71,474.21,5.68,21270.75,33585.0,2693.5128,0.01932432892185214,0.4468922108575924,70.82305307775037,5.680000000000001,0.6198308766158453,0.02680247147888067,Moderate relative use,Lower relative use,False
3609,Uttarakhand,Dehradun,2019,Kharif,Barley,1483.69,27.7,84.5,Black,Sprinkler,73.9,36.85,1114.53,4.7,58367.18,46851.0,5238.291,0.06359945872801083,0.12754409769335143,42.03655352480418,4.7,0.06630597651027788,0.03306326433563924,Lower relative use,Moderate relative use,False
3610,Uttarakhand,Dehradun,2019,Zaid,Maize,1701.93,30.3,45.6,Red,Sprinkler,352.68,58.46,4413.55,7.89,17557.28,588079.0,34822.9095,0.02237155495066349,0.13496407800205268,133.24398726648616,7.89,0.07990846370835268,0.013245573291341437,Higher relative use,Higher relative use,False
3611,Uttarakhand,Dehradun,2019,Kharif,Pulses,2092.42,27.8,58.4,Alluvial,Rain-fed,223.83,59.32,398.46,5.78,32577.14,19218.0,2303.0987999999998,0.025823169369610866,0.09743762643290628,48.2306881493751,5.779999999999999,0.5617376901069117,0.1488731616724389,Moderate relative use,Higher relative use,False
3612,Uttarakhand,Dehradun,2019,Rabi,Wheat,411.04,37.4,72.5,Black,Drip,328.79,52.86,2651.97,1.78,49139.1,47232.0,4720.5066,0.005413789957115484,0.03367385546727204,17.810156223486693,1.78,0.12397953219681974,0.019932352175929594,Moderate relative use,Higher relative use,False
3613,Uttarakhand,Dehradun,2019,Zaid,Barley,401.75,25.2,49.4,Sandy,Drip,124.31,45.45,627.84,7.84,30233.73,67648.0,4922.2656,0.06306813611133456,0.1724972497249725,107.74719673802242,7.839999999999999,0.19799630479102956,0.07239105504587157,Lower relative use,Moderate relative use,False
3614,Uttarakhand,Dehradun,2019,Kharif,Rice,1765.44,27.5,75.4,Black,Tube Well,93.11,25.84,4956.84,7.66,54364.23,321674.0,37969.394400000005,0.08226828482440125,0.2964396284829721,64.89497341047925,7.660000000000001,0.018784144737373002,0.00521299860394929,Lower relative use,Moderate relative use,False
3615,Uttarakhand,Dehradun,2019,Zaid,Cotton,518.37,30.9,52.4,Black,Tube Well,329.74,12.09,4552.96,7.23,63848.32,362962.0,32917.9008,0.021926366227937165,0.5980148883374691,79.72000632555525,7.23,0.07242321478774248,0.0026554153781276355,Moderate relative use,Lower relative use,False
3616,Uttarakhand,Dehradun,2019,Zaid,Wheat,2021.88,37.8,83.9,Black,Tube Well,444.82,28.13,2647.23,1.98,16352.92,88783.0,5241.5154,0.004451238703295715,0.07038748666903662,33.538075648885815,1.98,0.16803224502593275,0.010626201727843822,Higher relative use,Moderate relative use,False
3617,Uttarakhand,Dehradun,2019,Kharif,Wheat,1523.32,23.8,68.5,Alluvial,Sprinkler,195.57,51.45,1058.49,3.15,44211.31,33595.0,3334.2435,0.016106764841233318,0.06122448979591836,31.738608772874567,3.15,0.18476320040812855,0.04860697786469405,Moderate relative use,Higher relative use,False
3618,Uttarakhand,Dehradun,2019,Rabi,Barley,460.07,20.3,45.8,Laterite,Drip,130.58,39.69,4875.39,1.41,23683.26,109603.0,6874.2999,0.010797978250880684,0.03552532123960695,22.48086819721089,1.41,0.026783498345773364,0.008140887190563216,Lower relative use,Moderate relative use,False
3619,Uttarakhand,Haridwar,2019,Zaid,Cotton,1618.89,38.0,65.1,Laterite,Canal,393.38,40.58,3473.33,8.27,12924.3,459436.0,28724.4391,0.021022929482942702,0.20379497289305076,132.27536686695478,8.27,0.11325730638896966,0.011683312555962146,Higher relative use,Moderate relative use,False
3620,Uttarakhand,Haridwar,2019,Rabi,Cotton,1141.24,29.0,73.6,Alluvial,Rain-fed,179.08,58.99,576.61,4.15,50807.64,23044.0,2392.9315,0.02317400044672772,0.07035090693337855,39.96462080088795,4.15,0.3105738714208911,0.10230485076568217,Moderate relative use,Higher relative use,False
3621,Uttarakhand,Haridwar,2019,Kharif,Millets,1762.09,31.4,78.0,Sandy,Sprinkler,89.9,55.14,2872.16,3.9,42040.74,159818.0,11201.423999999999,0.04338153503893214,0.07072905331882481,55.64383599799454,3.9,0.03130048465266559,0.019198094813659406,Lower relative use,Higher relative use,False
3622,Uttarakhand,Haridwar,2019,Rabi,Rice,1648.5,34.3,57.0,Sandy,Tube Well,226.24,6.46,4350.15,8.38,20224.2,649720.0,36454.257,0.03704031117397454,1.2972136222910218,149.3557693412871,8.38,0.052007402043607695,0.001485006264151811,Moderate relative use,Lower relative use,False
3623,Uttarakhand,Haridwar,2019,Kharif,Wheat,870.09,37.9,68.3,Red,Sprinkler,107.76,5.77,4983.43,4.96,46996.72,342829.0,24717.8128,0.04602821083890126,0.8596187175043328,68.79378259552155,4.96,0.021623660811930737,0.001157837072056796,Lower relative use,Lower relative use,False
3624,Uttarakhand,Haridwar,2019,Kharif,Pulses,1271.32,33.8,68.5,Black,Canal,377.56,34.94,1039.47,1.37,35966.34,14328.0,1424.0739,0.003628562347706325,0.039210074413279915,13.783947588674998,1.37,0.36322356585567644,0.03361328369265106,Higher relative use,Moderate relative use,False
3625,Uttarakhand,Haridwar,2019,Zaid,Pulses,2140.89,33.8,57.5,Alluvial,Drip,306.98,21.82,1838.4,6.25,36216.39,151726.0,11490.0,0.020359632549351747,0.2864344637946838,82.53154917319408,6.25,0.1669821583986075,0.011869016536118363,Moderate relative use,Moderate relative use,False
3626,Uttarakhand,Haridwar,2019,Zaid,Cotton,2155.1,32.5,54.2,Laterite,Canal,311.53,55.83,169.86,1.62,15810.53,2479.0,275.17320000000007,0.005200141238404007,0.02901665771090812,14.59437183562934,1.6200000000000003,1.8340397974802776,0.3286824443659484,Moderate relative use,Higher relative use,False
3627,Uttarakhand,Haridwar,2019,Kharif,Millets,1981.55,18.0,88.3,Black,Rain-fed,255.88,24.68,3667.96,2.0,57067.54,129515.0,7335.92,0.00781616382679381,0.08103727714748785,35.3098179914721,2.0,0.06976084799179925,0.006728535752843543,Moderate relative use,Moderate relative use,False
3628,Uttarakhand,Haridwar,2019,Rabi,Rice,415.11,32.5,50.6,Laterite,Canal,180.14,22.51,4432.03,6.31,32414.92,314113.0,27966.109299999996,0.03502831131342289,0.28031985784095953,70.87339210249029,6.31,0.04064503173489349,0.005078936740049143,Moderate relative use,Moderate relative use,False
3629,Uttarakhand,Haridwar,2019,Kharif,Cotton,884.07,36.7,71.5,Sandy,Drip,336.6,43.08,3694.37,5.32,35608.84,169548.0,19654.0484,0.01580510992275698,0.12349117920148563,45.89361650294909,5.32,0.09111161036929166,0.011660986852968165,Moderate relative use,Moderate relative use,False
3630,Uttarakhand,Haridwar,2019,Kharif,Maize,618.08,20.9,49.1,Red,Canal,248.5,28.72,642.35,7.66,28318.9,87068.0,4920.401,0.030824949698189136,0.2667130919220056,135.54604187748112,7.659999999999999,0.38686074569938506,0.044710827430528524,Moderate relative use,Moderate relative use,False
3631,Uttarakhand,Haridwar,2019,Zaid,Barley,1749.02,36.6,42.5,Red,Sprinkler,320.71,49.74,745.4,4.03,53758.0,53958.00000000001,3003.962,0.012565869477097692,0.08102131081624447,72.38797960826403,4.03,0.43025221357660315,0.0667292728736249,Moderate relative use,Higher relative use,False
3632,Uttarakhand,Haridwar,2019,Zaid,Rice,2050.36,34.9,38.3,Laterite,Rain-fed,80.81,14.06,1114.45,8.33,13215.35,113235.0,9283.3685,0.10308130181908179,0.5924608819345661,101.6061734487864,8.33,0.07251110413208309,0.012616088653595944,Lower relative use,Lower relative use,False
3633,Uttarakhand,Haridwar,2019,Rabi,Pulses,1526.16,25.8,60.6,Alluvial,Rain-fed,148.29,17.18,3662.2,7.03,64176.67,305913.0,25745.266,0.04740710769438263,0.4091967403958091,83.53257604718476,7.03,0.04049205395663809,0.004691169242531812,Lower relative use,Lower relative use,False
3634,Uttarakhand,Haridwar,2019,Kharif,Sugarcane,953.11,25.9,44.3,Sandy,Sprinkler,370.78,6.24,2484.66,6.04,46086.98,167149.0,15007.346399999999,0.016289983278493986,0.967948717948718,67.27238334420001,6.04,0.14922766092745082,0.002511410011832605,Higher relative use,Lower relative use,False
3635,Uttarakhand,Haridwar,2019,Kharif,Wheat,1016.93,30.3,35.4,Laterite,Drip,355.32,55.6,4853.59,2.38,45977.1,142776.0,11551.5442,0.006698187549251379,0.04280575539568345,29.416576183814453,2.38,0.07320766690223113,0.01145543813960388,Higher relative use,Higher relative use,True
3636,Uttarakhand,Haridwar,2019,Rabi,Pulses,2114.72,27.8,39.7,Sandy,Canal,330.06,31.98,2387.64,8.16,18482.57,165687.0,19483.1424,0.02472277767678604,0.2551594746716698,69.39362717997689,8.16,0.1382369201387144,0.01339397899180781,Moderate relative use,Moderate relative use,False
3637,Uttarakhand,Nainital,2019,Rabi,Pulses,1734.08,36.1,66.5,Red,Drip,349.09,46.23,511.97,3.68,16827.02,20950.0,1884.0496000000003,0.010541694118995103,0.07960199004975126,40.920366427720374,3.68,0.6818563587710217,0.09029825966365215,Moderate relative use,Moderate relative use,False
3638,Uttarakhand,Nainital,2019,Zaid,Barley,860.77,30.5,42.7,Black,Sprinkler,88.41,15.9,2803.28,2.23,53174.9,79988.0,6251.3144,0.025223391019115485,0.14025157232704402,28.533717645044373,2.23,0.031538055420792785,0.005671927171028224,Lower relative use,Lower relative use,False
3639,Uttarakhand,Nainital,2019,Kharif,Wheat,1593.68,18.4,43.5,Red,Drip,80.43,56.1,4946.03,4.0,53071.44,287616.0,19784.12,0.04973268680840482,0.07130124777183601,58.15088060525311,4.0,0.016261526921591662,0.01134243019148691,Lower relative use,Higher relative use,False
3640,Uttarakhand,Nainital,2019,Kharif,Wheat,962.26,24.7,62.0,Red,Drip,351.4,59.31,1296.7,3.32,62816.68,71608.0,4305.044,0.009447922595332954,0.05597706963412578,55.223259042184004,3.32,0.2709956042261124,0.0457391840826714,Higher relative use,Higher relative use,False
3641,Uttarakhand,Nainital,2019,Rabi,Wheat,793.62,35.7,50.4,Black,Canal,76.14,5.86,666.28,2.74,26929.64,20125.0,1825.6072000000001,0.035986340950879964,0.46757679180887374,30.205018910968363,2.74,0.11427628024254068,0.00879510115867203,Lower relative use,Lower relative use,False
3642,Uttarakhand,Nainital,2019,Kharif,Cotton,847.0,30.8,62.6,Laterite,Tube Well,399.97,6.53,4257.36,3.65,60142.32,145774.0,15539.363999999998,0.009125684426331973,0.55895865237366,34.24046827141703,3.65,0.09394789259071351,0.0015338143826220947,Higher relative use,Lower relative use,False
3643,Uttarakhand,Nainital,2019,Zaid,Wheat,2096.37,20.5,37.9,Laterite,Drip,172.31,30.65,3152.46,5.95,44466.48,288115.0,18757.137000000002,0.034530787534095525,0.1941272430668842,91.3937052333733,5.950000000000001,0.054658901302474895,0.009722565869194216,Moderate relative use,Moderate relative use,False
3644,Uttarakhand,Nainital,2019,Zaid,Pulses,1125.12,29.8,70.6,Sandy,Tube Well,172.29,8.5,1803.54,7.43,48622.69,212564.0,13400.3022,0.0431249637239538,0.8741176470588234,117.85932111292237,7.430000000000001,0.09552879337303304,0.004712953413841667,Moderate relative use,Lower relative use,False
3645,Uttarakhand,Nainital,2019,Rabi,Millets,702.21,26.9,57.2,Laterite,Rain-fed,137.11,27.6,228.82,1.49,17998.67,3089.0,340.9418,0.010867186930202026,0.05398550724637681,13.49969408268508,1.49,0.599204614981208,0.12061882702560967,Lower relative use,Moderate relative use,False
3646,Uttarakhand,Nainital,2019,Kharif,Wheat,1584.69,33.6,69.9,Red,Drip,101.25,10.23,805.76,7.36,56079.74,95750.0,5930.3936,0.07269135802469136,0.7194525904203324,118.83191024622717,7.36,0.12565776409849086,0.012696088165210485,Lower relative use,Lower relative use,False
3647,Uttarakhand,Nainital,2019,Kharif,Maize,2121.2,25.4,66.3,Black,Canal,139.36,40.69,4557.95,2.73,41251.1,200111.0,12443.2035,0.019589552238805968,0.0670926517571885,43.903728649941314,2.73,0.030575148915630936,0.008927258965104927,Lower relative use,Moderate relative use,False
3648,Uttarakhand,Nainital,2019,Rabi,Barley,2010.98,37.0,58.7,Sandy,Tube Well,212.45,52.44,4410.54,4.64,47945.05,350199.0,20464.9056,0.021840433043068957,0.08848207475209763,79.40048157368486,4.64,0.048168704965831845,0.011889700580881252,Moderate relative use,Higher relative use,False
3649,Uttarakhand,Nainital,2019,Rabi,Wheat,1277.93,20.2,89.8,Black,Drip,372.84,36.9,4497.84,6.98,18238.31,406278.0,31394.923200000005,0.01872116725673211,0.189159891598916,90.32735713142308,6.98,0.08289312203190864,0.00820393789018729,Higher relative use,Moderate relative use,False
3650,Uttarakhand,Nainital,2019,Kharif,Wheat,2044.31,27.9,52.7,Red,Rain-fed,197.58,55.73,2063.19,2.53,27975.51,52733.00000000001,5219.8706999999995,0.012804939771231904,0.04539745200071774,25.5589645161134,2.53,0.0957643261163538,0.027011569462822134,Moderate relative use,Higher relative use,False
3651,Uttarakhand,Nainital,2019,Zaid,Cotton,1680.27,32.8,81.8,Alluvial,Rain-fed,228.39,49.68,2362.26,5.23,30359.01,102025.0,12354.619800000002,0.022899426419720658,0.10527375201288246,43.18957269733221,5.23,0.09668283762159964,0.021030707881435573,Moderate relative use,Higher relative use,False
3652,Uttarakhand,Nainital,2019,Rabi,Millets,1528.73,19.3,88.6,Sandy,Sprinkler,388.0,34.07,3197.45,3.24,15203.68,158846.0,10359.738,0.008350515463917527,0.09509832697387732,49.67896292357973,3.2399999999999998,0.12134669815008836,0.010655365994777089,Higher relative use,Moderate relative use,False
3653,Uttarakhand,Nainital,2019,Rabi,Cotton,705.97,24.1,47.7,Laterite,Canal,292.97,16.27,2009.68,8.19,27189.39,220346.0,16459.2792,0.027955080724988902,0.503380454824831,109.64233111739182,8.19,0.1457794275705585,0.00809581624935313,Moderate relative use,Lower relative use,False
3654,Uttarakhand,Nainital,2019,Zaid,Rice,1369.42,19.5,38.7,Laterite,Tube Well,117.52,31.94,2258.6,2.81,55652.35,80200.0,6346.666,0.02391082368958475,0.08797745773324984,35.508722217302754,2.81,0.05203223235632693,0.014141503586292395,Lower relative use,Moderate relative use,False
3655,Uttarakhand,Almora,2019,Zaid,Cotton,1074.82,20.5,84.3,Alluvial,Rain-fed,326.64,18.33,3206.65,1.95,39373.75,100247.0,6252.9675,0.005969875091844232,0.10638297872340426,31.262220697612772,1.95,0.10186331529789655,0.005716245926434128,Moderate relative use,Lower relative use,False
3656,Uttarakhand,Almora,2019,Zaid,Barley,1291.91,35.1,41.6,Laterite,Canal,135.45,23.43,3176.56,7.58,30650.62,351995.0,24078.3248,0.05596160944998155,0.32351685872812636,110.81012164102047,7.58,0.04264046641650086,0.007375903493086861,Lower relative use,Moderate relative use,False
3657,Uttarakhand,Almora,2019,Kharif,Millets,1482.03,32.4,61.2,Alluvial,Tube Well,226.79,8.04,1612.85,5.87,29881.69,95666.0,9467.4295,0.02588297543983421,0.7300995024875623,59.3148773909539,5.87,0.14061444027652914,0.004984964503828626,Moderate relative use,Lower relative use,False
3658,Uttarakhand,Almora,2019,Rabi,Sugarcane,586.98,36.6,40.7,Laterite,Tube Well,238.3,57.88,2979.98,1.99,21722.22,84585.0,5930.1602,0.008350818296265211,0.03438147892190739,28.384418687373742,1.99,0.07996697964415869,0.019422949147309715,Moderate relative use,Higher relative use,False
3659,Uttarakhand,Almora,2019,Zaid,Maize,865.0,25.3,53.8,Red,Tube Well,308.29,39.46,1699.93,7.32,38397.58,135474.0,12443.4876,0.02374387751792144,0.1855043081601622,79.69386974757784,7.32,0.18135452636285024,0.023212720523786274,Moderate relative use,Moderate relative use,False
3660,Uttarakhand,Almora,2019,Kharif,Pulses,680.82,31.0,51.9,Alluvial,Drip,112.28,53.35,1421.34,4.4,20186.06,96586.0,6253.896,0.03918774492340577,0.08247422680412371,67.95418407981201,4.4,0.07899587713003223,0.03753500218104043,Lower relative use,Higher relative use,False
3661,Uttarakhand,Almora,2019,Zaid,Maize,492.32,19.5,58.0,Alluvial,Rain-fed,411.81,27.32,2342.29,3.94,20288.39,79523.0,9228.6226,0.009567519001481265,0.14421669106881405,33.95096251958554,3.9400000000000004,0.17581512109943687,0.011663799102587639,Higher relative use,Moderate relative use,False
